feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__MIR200CHG,100,50,1.0,0.019999999552965164,-0.12,0.18,True,1.0,unimodal,0.71,True
METH__NRF1,100,50,1.0,0.029999999329447746,0.09,0.18,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.03999999910593033,-0.12,0.18,True,1.0,unimodal,0.71,True
METH__PNN,100,50,1.0,0.05000000074505806,0.12,0.18,True,1.0,unimodal,0.71,True
MUT__KRAS,99,49,0.99,0.03999999910593033,0.22,0.24,True,1.0,unimodal,0.71,True
TPM__NPEPPSP2,96,46,0.96,0.0,-0.07,0.21,True,0.832,unimodal,0.71,True
CNV__HSP90AA1,95,45,0.95,0.0,0.05,0.17,True,0.458,unimodal,0.71,True
METH__C14orf138,95,45,0.95,0.0,-0.13,0.17,True,0.458,unimodal,0.71,True
TPM__RNA5SP187,91,41,0.91,0.009999999776482582,-0.11,0.19,False,0.002,worst_case,0.8982683982683983,True
TPM__SCARNA4,90,40,0.9,0.009999999776482582,-0.12,0.19,False,0.0,worst_case,0.8982683982683983,True
