Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of cell adhesion mediated by integrin (GO:0033628),2/34,0.0015208882749764,0.120874771111864,0,0,38.93359375,252.61909386699577,PIK3CG;FERMT3
GO_Biological_Process_2021,platelet aggregation (GO:0070527),2/36,0.0017043199561329,0.120874771111864,0,0,36.63970588235294,233.5630697638135,PIK3CG;FERMT3
GO_Biological_Process_2021,negative regulation of cell migration (GO:0030336),3/144,0.0018573832893958,0.120874771111864,0,0,13.606726149622512,85.56707594440206,DAG1;EVL;PTPRK
GO_Biological_Process_2021,homotypic cell-cell adhesion (GO:0034109),2/44,0.0025375105390328,0.120874771111864,0,0,29.64880952380953,177.19823834941815,PIK3CG;FERMT3
GO_Biological_Process_2021,chordate embryonic development (GO:0043009),2/58,0.004368494923651,0.120874771111864,0,0,22.220982142857142,120.73407868148206,SIX4;EGFL8
GO_Biological_Process_2021,phosphorylation (GO:0016310),4/400,0.0045490020663588,0.120874771111864,0,0,6.589225589225589,35.53468806149849,MAP4K1;BRD2;BRAF;PIK3CG
GO_Biological_Process_2021,regulation of actin filament polymerization (GO:0030833),2/73,0.0068355726117328,0.120874771111864,0,0,17.513204225352112,87.31409431287084,EVL;GBA2
GO_Biological_Process_2021,integrin-mediated signaling pathway (GO:0007229),2/75,0.0072026453389378,0.120874771111864,0,0,17.03167808219178,84.02249521013059,CCM2;FERMT3
GO_Biological_Process_2021,negative regulation of skeletal muscle cell differentiation (GO:2001015),1/5,0.0084719002014878,0.120874771111864,0,0,151.22727272727272,721.5053863184621,SIX4
GO_Biological_Process_2021,positive regulation of basement membrane assembly involved in embryonic body morphogenesis (GO:1904261),1/5,0.0084719002014878,0.120874771111864,0,0,151.22727272727272,721.5053863184621,DAG1
GO_Biological_Process_2021,glucosylceramide metabolic process (GO:0006678),1/5,0.0084719002014878,0.120874771111864,0,0,151.22727272727272,721.5053863184621,GBA2
GO_Biological_Process_2021,regulation of basement membrane assembly involved in embryonic body morphogenesis (GO:1904259),1/5,0.0084719002014878,0.120874771111864,0,0,151.22727272727272,721.5053863184621,DAG1
GO_Biological_Process_2021,positive regulation of animal organ morphogenesis (GO:0110110),1/6,0.0101579087405383,0.120874771111864,0,0,120.97575757575756,555.2185648964451,SIX4
GO_Biological_Process_2021,pteridine-containing compound biosynthetic process (GO:0042559),1/6,0.0101579087405383,0.120874771111864,0,0,120.97575757575756,555.2185648964451,SPR
GO_Biological_Process_2021,neutrophil extravasation (GO:0072672),1/6,0.0101579087405383,0.120874771111864,0,0,120.97575757575756,555.2185648964451,PIK3CG
GO_Biological_Process_2021,tongue development (GO:0043586),1/6,0.0101579087405383,0.120874771111864,0,0,120.97575757575756,555.2185648964451,SIX4
GO_Biological_Process_2021,glycoside metabolic process (GO:0016137),1/6,0.0101579087405383,0.120874771111864,0,0,120.97575757575756,555.2185648964451,GBA2
GO_Biological_Process_2021,glycosyl compound catabolic process (GO:1901658),1/6,0.0101579087405383,0.120874771111864,0,0,120.97575757575756,555.2185648964451,GBA2
GO_Biological_Process_2021,glycosylceramide catabolic process (GO:0046477),1/6,0.0101579087405383,0.120874771111864,0,0,120.97575757575756,555.2185648964451,GBA2
GO_Biological_Process_2021,morphogenesis of an endothelium (GO:0003159),1/6,0.0101579087405383,0.120874771111864,0,0,120.97575757575756,555.2185648964451,CCM2
GO_Biological_Process_2021,regulation of Rab protein signal transduction (GO:0032483),1/7,0.011841135434323,0.120874771111864,0,0,100.8080808080808,447.2023640851642,DENND4B
GO_Biological_Process_2021,negative regulation of ruffle assembly (GO:1900028),1/7,0.011841135434323,0.120874771111864,0,0,100.8080808080808,447.2023640851642,EVL
GO_Biological_Process_2021,sphingosine-1-phosphate receptor signaling pathway (GO:0003376),1/7,0.011841135434323,0.120874771111864,0,0,100.8080808080808,447.2023640851642,PIK3CG
GO_Biological_Process_2021,nose development (GO:0043584),1/7,0.011841135434323,0.120874771111864,0,0,100.8080808080808,447.2023640851642,SIX4
GO_Biological_Process_2021,positive regulation of epithelial tube formation (GO:1905278),1/7,0.011841135434323,0.120874771111864,0,0,100.8080808080808,447.2023640851642,SIX4
GO_Biological_Process_2021,cell-matrix adhesion (GO:0007160),2/100,0.0125124802245355,0.120874771111864,0,0,12.67091836734694,55.51165721021778,PTPRK;FERMT3
GO_Biological_Process_2021,kidney mesenchyme development (GO:0072074),1/8,0.0135215845650559,0.120874771111864,0,0,86.40259740259741,371.8308142207318,SIX4
GO_Biological_Process_2021,mast cell activation involved in immune response (GO:0002279),1/8,0.0135215845650559,0.120874771111864,0,0,86.40259740259741,371.8308142207318,PIK3CG
GO_Biological_Process_2021,mast cell degranulation (GO:0043303),1/8,0.0135215845650559,0.120874771111864,0,0,86.40259740259741,371.8308142207318,PIK3CG
GO_Biological_Process_2021,glycoside catabolic process (GO:0016139),1/8,0.0135215845650559,0.120874771111864,0,0,86.40259740259741,371.8308142207318,GBA2
GO_Biological_Process_2021,negative regulation of keratinocyte proliferation (GO:0010839),1/8,0.0135215845650559,0.120874771111864,0,0,86.40259740259741,371.8308142207318,PTPRK
GO_Biological_Process_2021,phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092),1/8,0.0135215845650559,0.120874771111864,0,0,86.40259740259741,371.8308142207318,PIK3CG
GO_Biological_Process_2021,integrin activation (GO:0033622),1/8,0.0135215845650559,0.120874771111864,0,0,86.40259740259741,371.8308142207318,FERMT3
GO_Biological_Process_2021,mast cell mediated immunity (GO:0002448),1/9,0.0151992604555411,0.1242422750972223,0,0,75.59848484848484,316.4936999007962,PIK3CG
GO_Biological_Process_2021,positive regulation of extracellular matrix assembly (GO:1901203),1/9,0.0151992604555411,0.1242422750972223,0,0,75.59848484848484,316.4936999007962,DAG1
GO_Biological_Process_2021,regulation of endothelial cell differentiation (GO:0045601),1/9,0.0151992604555411,0.1242422750972223,0,0,75.59848484848484,316.4936999007962,APOLD1
GO_Biological_Process_2021,negative regulation of cell motility (GO:2000146),2/114,0.0160423956254873,0.1242422750972223,0,0,11.079241071428571,45.78518901835009,DAG1;PTPRK
GO_Biological_Process_2021,regulation of cell-cell adhesion mediated by integrin (GO:0033632),1/10,0.0168741674533513,0.1242422750972223,0,0,67.1952861952862,274.2892350890436,FERMT3
GO_Biological_Process_2021,endothelial tube morphogenesis (GO:0061154),1/10,0.0168741674533513,0.1242422750972223,0,0,67.1952861952862,274.2892350890436,CCM2
GO_Biological_Process_2021,skeletal muscle cell differentiation (GO:0035914),1/11,0.0185463099170106,0.1242422750972223,0,0,60.47272727272728,241.13405880391545,SIX4
GO_Biological_Process_2021,T cell chemotaxis (GO:0010818),1/11,0.0185463099170106,0.1242422750972223,0,0,60.47272727272728,241.13405880391545,PIK3CG
GO_Biological_Process_2021,regulation of lipid kinase activity (GO:0043550),1/11,0.0185463099170106,0.1242422750972223,0,0,60.47272727272728,241.13405880391545,WDR81
GO_Biological_Process_2021,tetrahydrobiopterin metabolic process (GO:0046146),1/11,0.0185463099170106,0.1242422750972223,0,0,60.47272727272728,241.13405880391545,SPR
GO_Biological_Process_2021,metanephric mesenchyme development (GO:0072075),1/11,0.0185463099170106,0.1242422750972223,0,0,60.47272727272728,241.13405880391545,SIX4
GO_Biological_Process_2021,platelet degranulation (GO:0002576),2/125,0.0190799821723921,0.1242422750972223,0,0,10.082825203252032,39.919070023139675,PCDH7;FERMT3
GO_Biological_Process_2021,positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190),1/12,0.020215692219209,0.1242422750972223,0,0,54.972451790633606,214.4638136267328,SIX4
GO_Biological_Process_2021,negative regulation of heart contraction (GO:0045822),1/12,0.020215692219209,0.1242422750972223,0,0,54.972451790633606,214.4638136267328,PIK3CG
GO_Biological_Process_2021,microtubule anchoring (GO:0034453),1/12,0.020215692219209,0.1242422750972223,0,0,54.972451790633606,214.4638136267328,DAG1
GO_Biological_Process_2021,pteridine-containing compound metabolic process (GO:0042558),1/13,0.0218823187292358,0.1291056805024914,0,0,50.388888888888886,192.59017962885017,SPR
GO_Biological_Process_2021,plasma membrane tubulation (GO:0097320),1/13,0.0218823187292358,0.1291056805024914,0,0,50.388888888888886,192.59017962885017,BIN2
GO_Biological_Process_2021,regulation of gastrulation (GO:0010470),1/14,0.0235461938251205,0.1304589465638625,0,0,46.51048951048951,174.35810878919273,DAG1
GO_Biological_Process_2021,positive regulation of transmembrane transport (GO:0034764),1/14,0.0235461938251205,0.1304589465638625,0,0,46.51048951048951,174.35810878919273,BRAF
GO_Biological_Process_2021,regulation of extracellular matrix organization (GO:1903053),1/15,0.0252073218784412,0.1304589465638625,0,0,43.18614718614719,158.95183056590523,ANGPTL7
GO_Biological_Process_2021,central nervous system neuron development (GO:0021954),1/15,0.0252073218784412,0.1304589465638625,0,0,43.18614718614719,158.95183056590523,GBA2
GO_Biological_Process_2021,T cell proliferation (GO:0042098),1/15,0.0252073218784412,0.1304589465638625,0,0,43.18614718614719,158.95183056590523,PIK3CG
GO_Biological_Process_2021,nitric oxide biosynthetic process (GO:0006809),1/15,0.0252073218784412,0.1304589465638625,0,0,43.18614718614719,158.95183056590523,SPR
GO_Biological_Process_2021,regulation of branching involved in ureteric bud morphogenesis (GO:0090189),1/15,0.0252073218784412,0.1304589465638625,0,0,43.18614718614719,158.95183056590523,SIX4
GO_Biological_Process_2021,regulation of Rac protein signal transduction (GO:0035020),1/16,0.0268657072594049,0.132089727358741,0,0,40.3050505050505,145.77952373263088,PIK3CG
GO_Biological_Process_2021,nitric oxide metabolic process (GO:0046209),1/16,0.0268657072594049,0.132089727358741,0,0,40.3050505050505,145.77952373263088,SPR
GO_Biological_Process_2021,dendritic cell chemotaxis (GO:0002407),1/16,0.0268657072594049,0.132089727358741,0,0,40.3050505050505,145.77952373263088,PIK3CG
GO_Biological_Process_2021,diol biosynthetic process (GO:0034312),1/17,0.0285213543387547,0.1357064440311718,0,0,37.78409090909091,134.401872793062,SPR
GO_Biological_Process_2021,pharyngeal system development (GO:0060037),1/17,0.0285213543387547,0.1357064440311718,0,0,37.78409090909091,134.401872793062,SIX4
GO_Biological_Process_2021,T cell migration (GO:0072678),1/18,0.030174267482518,0.1380619567722832,0,0,35.559714795008915,124.48623298308226,PIK3CG
GO_Biological_Process_2021,dendritic cell migration (GO:0036336),1/18,0.030174267482518,0.1380619567722832,0,0,35.559714795008915,124.48623298308226,PIK3CG
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),3/408,0.0316127954980825,0.1380619567722832,0,0,4.674074074074074,16.145155441618527,DAG1;PTPRK;FERMT3
GO_Biological_Process_2021,regulation of glucose transmembrane transport (GO:0010827),1/19,0.0318244510525941,0.1380619567722832,0,0,33.582491582491585,115.77632426352072,BRAF
GO_Biological_Process_2021,diol metabolic process (GO:0034311),1/19,0.0318244510525941,0.1380619567722832,0,0,33.582491582491585,115.77632426352072,SPR
GO_Biological_Process_2021,regulation of epithelial cell differentiation (GO:0030856),1/19,0.0318244510525941,0.1380619567722832,0,0,33.582491582491585,115.77632426352072,APOLD1
GO_Biological_Process_2021,mesoderm development (GO:0007498),1/20,0.0334719094011011,0.1410601896189262,0,0,31.8133971291866,108.07165990908112,IKZF1
GO_Biological_Process_2021,early endosome to late endosome transport (GO:0045022),1/20,0.0334719094011011,0.1410601896189262,0,0,31.8133971291866,108.07165990908112,WDR81
GO_Biological_Process_2021,focal adhesion assembly (GO:0048041),1/21,0.0351166468802889,0.1438807059678505,0,0,30.221212121212123,101.21325681429822,PTPRK
GO_Biological_Process_2021,myotube differentiation (GO:0014902),1/21,0.0351166468802889,0.1438807059678505,0,0,30.221212121212123,101.21325681429822,SIX4
GO_Biological_Process_2021,regulated exocytosis (GO:0045055),2/180,0.037433425473311,0.1490447776791229,0,0,6.948033707865169,22.825619503339617,PCDH7;FERMT3
GO_Biological_Process_2021,regulation of supramolecular fiber organization (GO:1902903),1/23,0.0383979766224181,0.1490447776791229,0,0,27.47107438016529,89.54884880069255,GBA2
GO_Biological_Process_2021,membrane protein ectodomain proteolysis (GO:0006509),1/23,0.0383979766224181,0.1490447776791229,0,0,27.47107438016529,89.54884880069255,DAG1
GO_Biological_Process_2021,positive regulation of morphogenesis of an epithelium (GO:1905332),1/23,0.0383979766224181,0.1490447776791229,0,0,27.47107438016529,89.54884880069255,SIX4
GO_Biological_Process_2021,regulation of ruffle assembly (GO:1900027),1/24,0.0400345775570758,0.1494962073333844,0,0,26.27536231884058,84.55442492330164,EVL
GO_Biological_Process_2021,regulation of keratinocyte proliferation (GO:0010837),1/24,0.0400345775570758,0.1494962073333844,0,0,26.27536231884058,84.55442492330164,PTPRK
GO_Biological_Process_2021,regulation of monooxygenase activity (GO:0032768),1/24,0.0400345775570758,0.1494962073333844,0,0,26.27536231884058,84.55442492330164,SPR
GO_Biological_Process_2021,in utero embryonic development (GO:0001701),1/25,0.041668474974439,0.1509167786120558,0,0,25.17929292929293,80.0200555972378,EGFL8
GO_Biological_Process_2021,metanephros development (GO:0001656),1/26,0.0432996732000933,0.1509167786120558,0,0,24.170909090909092,75.88723251587066,SIX4
GO_Biological_Process_2021,mononuclear cell differentiation (GO:1903131),1/26,0.0432996732000933,0.1509167786120558,0,0,24.170909090909092,75.88723251587066,IKZF1
GO_Biological_Process_2021,negative regulation of nucleic acid-templated transcription (GO:1903507),3/464,0.0436595958623222,0.1509167786120558,0,0,4.094535022041844,12.821349294581305,SIX4;IKZF1;PTPRK
GO_Biological_Process_2021,protein peptidyl-prolyl isomerization (GO:0000413),1/27,0.0449281765490304,0.1509167786120558,0,0,23.24009324009324,72.10680817166444,PPIC
GO_Biological_Process_2021,stress-activated protein kinase signaling cascade (GO:0031098),1/27,0.0449281765490304,0.1509167786120558,0,0,23.24009324009324,72.10680817166444,CCM2
GO_Biological_Process_2021,negative regulation of plasma membrane bounded cell projection assembly (GO:0120033),1/27,0.0449281765490304,0.1509167786120558,0,0,23.24009324009324,72.10680817166444,EVL
GO_Biological_Process_2021,axon guidance (GO:0007411),2/203,0.0465075204667644,0.1509167786120558,0,0,6.145833333333333,18.856284759465257,DAG1;EVL
GO_Biological_Process_2021,leukocyte cell-cell adhesion (GO:0007159),1/28,0.0465539893345663,0.1509167786120558,0,0,22.37822671156005,68.63721198820747,FERMT3
GO_Biological_Process_2021,regulation of microtubule polymerization or depolymerization (GO:0031110),1/28,0.0465539893345663,0.1509167786120558,0,0,22.37822671156005,68.63721198820747,GBA2
GO_Biological_Process_2021,protein localization to cell surface (GO:0034394),1/28,0.0465539893345663,0.1509167786120558,0,0,22.37822671156005,68.63721198820747,PTPRK
GO_Biological_Process_2021,sarcomere organization (GO:0045214),1/28,0.0465539893345663,0.1509167786120558,0,0,22.37822671156005,68.63721198820747,SIX4
GO_Biological_Process_2021,regulation of protein kinase B signaling (GO:0051896),2/207,0.0481611840283775,0.1511941401920331,0,0,6.024695121951219,18.27411664851139,DAG1;PIK3CG
GO_Biological_Process_2021,aggrephagy (GO:0035973),1/29,0.0481771158578003,0.1511941401920331,0,0,21.57792207792208,65.4430572478459,WDR81
GO_Biological_Process_2021,regulation of actin polymerization or depolymerization (GO:0008064),1/29,0.0481771158578003,0.1511941401920331,0,0,21.57792207792208,65.4430572478459,GBA2
GO_Biological_Process_2021,morphogenesis of an epithelium (GO:0002009),1/30,0.0497975604232894,0.1522432883499299,0,0,20.832810867293627,62.494042787714754,DAG1
GO_Biological_Process_2021,plasma membrane invagination (GO:0099024),1/30,0.0497975604232894,0.1522432883499299,0,0,20.832810867293627,62.494042787714754,BIN2
GO_Biological_Process_2021,regulation of developmental growth (GO:0048638),1/31,0.0514153273284442,0.1522432883499299,0,0,20.13737373737374,59.76407945997836,SIX4
GO_Biological_Process_2021,cellular nitrogen compound biosynthetic process (GO:0044271),1/31,0.0514153273284442,0.1522432883499299,0,0,20.13737373737374,59.76407945997836,SPR
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),3/496,0.0514442563078655,0.1522432883499299,0,0,3.822482496891971,11.342285879545454,MAP4K1;BRD2;BRAF
GO_Biological_Process_2021,skeletal muscle organ development (GO:0060538),1/32,0.053030420841884,0.1522432883499299,0,0,19.486803519061585,57.23058965591193,SIX4
GO_Biological_Process_2021,positive regulation of glucose transmembrane transport (GO:0010828),1/32,0.053030420841884,0.1522432883499299,0,0,19.486803519061585,57.23058965591193,BRAF
GO_Biological_Process_2021,peptidyl-proline modification (GO:0018208),1/32,0.053030420841884,0.1522432883499299,0,0,19.486803519061585,57.23058965591193,PPIC
GO_Biological_Process_2021,bile acid metabolic process (GO:0008206),1/33,0.0546428452667024,0.1522432883499299,0,0,18.876893939393938,54.873941288604264,GBA2
GO_Biological_Process_2021,vasculogenesis (GO:0001570),1/33,0.0546428452667024,0.1522432883499299,0,0,18.876893939393938,54.873941288604264,CCM2
GO_Biological_Process_2021,epithelial tube morphogenesis (GO:0060562),1/34,0.0562526048479402,0.1522432883499299,0,0,18.30394857667585,52.67698724967126,CCM2
GO_Biological_Process_2021,striated muscle tissue development (GO:0014706),1/34,0.0562526048479402,0.1522432883499299,0,0,18.30394857667585,52.67698724967126,SIX4
GO_Biological_Process_2021,central nervous system neuron differentiation (GO:0021953),1/34,0.0562526048479402,0.1522432883499299,0,0,18.30394857667585,52.67698724967126,GBA2
GO_Biological_Process_2021,cell-substrate junction assembly (GO:0007044),1/34,0.0562526048479402,0.1522432883499299,0,0,18.30394857667585,52.67698724967126,PTPRK
GO_Biological_Process_2021,phosphatidylinositol 3-kinase signaling (GO:0014065),1/34,0.0562526048479402,0.1522432883499299,0,0,18.30394857667585,52.67698724967126,PIK3CG
GO_Biological_Process_2021,negative regulation of epithelial cell migration (GO:0010633),1/35,0.0578597038845059,0.1523983271957969,0,0,17.764705882352942,50.624688080382775,EVL
