Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2019_Human,Platelet activation,2/124,0.0187945087853043,0.3033893078581703,0,0,10.165983606557376,40.40155585559051,PIK3CG;FERMT3
KEGG_2019_Human,Other glycan degradation,1/18,0.030174267482518,0.3033893078581703,0,0,35.559714795008915,124.48623298308226,GBA2
KEGG_2019_Human,Chemokine signaling pathway,2/190,0.0412856574609823,0.3033893078581703,0,0,6.5751329787234045,20.95652759981773,BRAF;PIK3CG
KEGG_2019_Human,Folate biosynthesis,1/26,0.0432996732000933,0.3033893078581703,0,0,24.170909090909092,75.88723251587066,SPR
KEGG_2019_Human,Thyroid cancer,1/37,0.0610659373084562,0.3033893078581703,0,0,16.776094276094277,46.90262214500739,BRAF
KEGG_2019_Human,Bladder cancer,1/41,0.0674466644929666,0.3033893078581703,0,0,15.095454545454546,40.703657605291774,BRAF
KEGG_2019_Human,Sphingolipid metabolism,1/47,0.0769389132204837,0.3033893078581703,0,0,13.122529644268775,33.655922697718275,GBA2
KEGG_2019_Human,MAPK signaling pathway,2/295,0.0893869636913864,0.3033893078581703,0,0,4.1964590443686,10.133527164904525,MAP4K1;BRAF
KEGG_2019_Human,Endometrial cancer,1/58,0.0940983864773611,0.3033893078581703,0,0,10.584263689526848,25.015000999516023,BRAF
KEGG_2019_Human,Viral myocarditis,1/59,0.0956428956559787,0.3033893078581703,0,0,10.401253918495298,24.41313526094926,DAG1
KEGG_2019_Human,Long-term depression,1/60,0.0971848488620792,0.3033893078581703,0,0,10.224447868515664,23.834624062165258,BRAF
KEGG_2019_Human,Acute myeloid leukemia,1/66,0.1063831222729791,0.3033893078581703,0,0,9.277855477855478,20.78896814571847,BRAF
KEGG_2019_Human,Non-small cell lung cancer,1/66,0.1063831222729791,0.3033893078581703,0,0,9.277855477855478,20.78896814571847,BRAF
KEGG_2019_Human,Long-term potentiation,1/67,0.1079072982595793,0.3033893078581703,0,0,9.13682277318641,20.34297847612108,BRAF
KEGG_2019_Human,Renal cell carcinoma,1/69,0.1109480843223666,0.3033893078581703,0,0,8.867201426024955,19.49625278180184,BRAF
KEGG_2019_Human,Arrhythmogenic right ventricular cardiomyopathy (ARVC),1/72,0.1154904092558252,0.3033893078581703,0,0,8.491250533504054,18.328939891769167,DAG1
KEGG_2019_Human,Melanoma,1/72,0.1154904092558252,0.3033893078581703,0,0,8.491250533504054,18.328939891769167,BRAF
KEGG_2019_Human,Inositol phosphate metabolism,1/74,0.1185061034725714,0.3033893078581703,0,0,8.257783312577834,17.612124390060146,PIK3CG
KEGG_2019_Human,Pancreatic cancer,1/75,0.1200102059268166,0.3033893078581703,0,0,8.145782145782146,17.270512093187097,BRAF
KEGG_2019_Human,Glioma,1/75,0.1200102059268166,0.3033893078581703,0,0,8.145782145782146,17.270512093187097,BRAF
KEGG_2019_Human,Chronic myeloid leukemia,1/76,0.1215118172783869,0.3033893078581703,0,0,8.036767676767676,16.939446916298973,BRAF
KEGG_2019_Human,ECM-receptor interaction,1/82,0.1304693959968136,0.3033893078581703,0,0,7.439206883651328,15.150812179167184,DAG1
KEGG_2019_Human,Hypertrophic cardiomyopathy (HCM),1/85,0.1349148781874539,0.3033893078581703,0,0,7.172438672438672,14.367192460983778,DAG1
KEGG_2019_Human,ErbB signaling pathway,1/85,0.1349148781874539,0.3033893078581703,0,0,7.172438672438672,14.367192460983778,BRAF
KEGG_2019_Human,Colorectal cancer,1/86,0.1363917975983422,0.3033893078581703,0,0,7.0877005347593585,14.12028477327799,BRAF
KEGG_2019_Human,Dilated cardiomyopathy (DCM),1/91,0.1437397616838324,0.3033893078581703,0,0,6.692255892255893,12.981308887513196,DAG1
KEGG_2019_Human,Prostate cancer,1/97,0.1524772427346566,0.3033893078581703,0,0,6.272095959595959,11.796181266076252,BRAF
KEGG_2019_Human,Progesterone-mediated oocyte maturation,1/99,0.1553704589766444,0.3033893078581703,0,0,6.1434755720470005,11.438801065469375,BRAF
