Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,fatty acid catabolic process (GO:0009062),2/70,0.0015873775566978,0.0818467538955782,0,0,39.049019607843135,251.6971707443923,ABCD3;PCCA
GO_Biological_Process_2021,lipid biosynthetic process (GO:0008610),2/80,0.0020667247756085,0.0818467538955782,0,0,34.02564102564103,210.33937283796348,ABCD3;HMGCR
GO_Biological_Process_2021,very long-chain fatty acid catabolic process (GO:0042760),1/7,0.0059356619951244,0.0818467538955782,0,0,208.09375,1066.8501922993223,ABCD3
GO_Biological_Process_2021,ganglioside catabolic process (GO:0006689),1/7,0.0059356619951244,0.0818467538955782,0,0,208.09375,1066.8501922993223,NEU1
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell differentiation (GO:1905063),1/7,0.0059356619951244,0.0818467538955782,0,0,208.09375,1066.8501922993223,NFATC2
GO_Biological_Process_2021,short-chain fatty acid catabolic process (GO:0019626),1/8,0.0067809060200976,0.0818467538955782,0,0,178.35714285714286,890.6521752159383,PCCA
GO_Biological_Process_2021,isoprenoid metabolic process (GO:0006720),1/8,0.0067809060200976,0.0818467538955782,0,0,178.35714285714286,890.6521752159383,HMGCR
GO_Biological_Process_2021,tyrosine phosphorylation of STAT protein (GO:0007260),1/8,0.0067809060200976,0.0818467538955782,0,0,178.35714285714286,890.6521752159383,PTK6
GO_Biological_Process_2021,negative regulation of vascular associated smooth muscle cell differentiation (GO:1905064),1/8,0.0067809060200976,0.0818467538955782,0,0,178.35714285714286,890.6521752159383,NFATC2
GO_Biological_Process_2021,negative regulation of amyloid-beta clearance (GO:1900222),1/8,0.0067809060200976,0.0818467538955782,0,0,178.35714285714286,890.6521752159383,HMGCR
GO_Biological_Process_2021,short-chain fatty acid metabolic process (GO:0046459),1/9,0.0076254739654265,0.0818467538955782,0,0,156.0546875,760.9633551596094,PCCA
GO_Biological_Process_2021,biotin metabolic process (GO:0006768),1/9,0.0076254739654265,0.0818467538955782,0,0,156.0546875,760.9633551596094,PCCA
GO_Biological_Process_2021,isoprenoid biosynthetic process (GO:0008299),1/9,0.0076254739654265,0.0818467538955782,0,0,156.0546875,760.9633551596094,HMGCR
GO_Biological_Process_2021,negative regulation of smooth muscle cell differentiation (GO:0051151),1/9,0.0076254739654265,0.0818467538955782,0,0,156.0546875,760.9633551596094,NFATC2
GO_Biological_Process_2021,oligosaccharide catabolic process (GO:0009313),1/9,0.0076254739654265,0.0818467538955782,0,0,156.0546875,760.9633551596094,NEU1
GO_Biological_Process_2021,glycosphingolipid catabolic process (GO:0046479),1/10,0.0084693662805775,0.083295885160819,0,0,138.70833333333334,661.8190142974174,NEU1
GO_Biological_Process_2021,actin filament network formation (GO:0051639),1/11,0.0093125834341288,0.083295885160819,0,0,124.83125,583.7594513941907,ACTN1
GO_Biological_Process_2021,calcineurin-NFAT signaling cascade (GO:0033173),1/11,0.0093125834341288,0.083295885160819,0,0,124.83125,583.7594513941907,NFATC2
GO_Biological_Process_2021,calcineurin-mediated signaling (GO:0097720),1/12,0.0101551258956082,0.0860513299575222,0,0,113.47727272727272,520.8353408254836,NFATC2
GO_Biological_Process_2021,negative regulation of cellular component movement (GO:0051271),1/15,0.012678709933633,0.086175994573556,0,0,89.14732142857143,389.38044082427126,ACTN1
GO_Biological_Process_2021,ceramide catabolic process (GO:0046514),1/16,0.0135185584535393,0.086175994573556,0,0,83.2,358.0671608642671,NEU1
GO_Biological_Process_2021,regulation of amyloid-beta clearance (GO:1900221),1/16,0.0135185584535393,0.086175994573556,0,0,83.2,358.0671608642671,HMGCR
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),2/219,0.0145677486929034,0.086175994573556,0,0,12.14500768049155,51.36057178050113,NRIP1;PTK6
