feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__MIR574,100,50,1.0,0.10999999940395355,-0.31,0.22,True,1.0,unimodal,0.71,True
METH__KLF4,100,50,1.0,0.03999999910593033,-0.16,0.21,True,1.0,unimodal,0.71,True
METH__ERI2,100,50,1.0,0.07999999821186066,-0.15,0.21,True,1.0,unimodal,0.71,True
TPM__RNVU1-6,100,50,1.0,0.0,-0.07,0.2,True,1.0,unimodal,0.71,True
METH__ERCC1,100,50,1.0,0.09000000357627869,-0.18,0.2,True,1.0,unimodal,0.71,True
METH__RPS6KA4,100,50,1.0,0.05999999865889549,-0.23,0.23,True,1.0,unimodal,0.71,True
METH__INTU,99,49,0.99,0.05000000074505806,-0.18,0.2,True,1.0,unimodal,0.71,True
TPM__SCARNA22,98,48,0.98,0.009999999776482582,-0.11,0.21,True,1.0,unimodal,0.71,True
METH__C14orf147,98,48,0.98,0.10999999940395355,-0.17,0.21,True,1.0,unimodal,0.71,True
METH__MAN2C1,98,48,0.98,0.07999999821186066,-0.16,0.21,True,1.0,unimodal,0.71,True
METH__SERTAD2,98,48,0.98,0.05000000074505806,-0.09,0.22,True,1.0,unimodal,0.71,True
METH__HMGCR,97,47,0.97,0.03999999910593033,-0.18,0.19,True,0.992,unimodal,0.71,True
METH__CENPE,97,47,0.97,0.029999999329447746,-0.15,0.22,True,0.992,unimodal,0.71,True
METH__SPATA7,97,47,0.97,0.019999999552965164,-0.15,0.2,True,0.992,unimodal,0.71,True
METH__GPAA1,94,44,0.94,0.07000000029802322,-0.17,0.21,True,0.181,unimodal,0.71,True
MUT__RB1,91,41,0.91,0.019999999552965164,-0.11,0.22,False,0.002,worst_case,0.8976081812035159,True
METH__USP48,90,40,0.9,0.03999999910593033,-0.16,0.2,False,0.0,worst_case,0.8976081812035159,True
